split,source,gn,es
test,libro_gn,Ko ñeꞌẽvevépe oĩ su rasa tapicha ha ipype oĩ mayma ombaꞌapóva avañeꞌẽ rehe.,"Esta lista tiene más de mil miembros, y en ella están todos quienes trabajan por amor al guaraní."
test,libro_gn,Mbaꞌapoha renda,Estación de trabajo
test,libro_gn,Togue ypykue reko,Estilo de página básico
test,libro_gn,Aguaratata oĩma IOS-pe g̃uarã,Firefox ya está disponible para IOS
test,libro_gn,Eñongatu taꞌãngáramo,Guardar imagen como
test,libro_gn,Ko árape … arambotyhína,Hoy es cumpleaños de …
test,libro_gn,Kuatiajopyha itintasyrýva,Impresora de chorro de tinta
test,libro_gn,Mbaꞌapoñepyrũ ramóva,Inicios de sesión reciente
test,libro_gn,Ñeꞌẽ rapereka,Investigación lingüística
test,libro_gn,Programación ayvu,Lenguaje de programación
test,libro_gn,Kuatia ñeꞌẽ,Libros de texo
test,libro_gn,Ñeꞌẽveve rysýi,Lista de correos
test,libro_gn,Léi heꞌíva,Marco Normativo
test,libro_gn,Ehechauka várra ykeguáva,Mostrar barra lateral
test,libro_gn,Ehechauka ko kora añónte,Mostrar solo este marco
test,libro_gn,Ehechaukapa umi tendayke,Mostrar todas las pestañas
test,libro_gn,Ehechaukapaite tembihasakue,Mostrar todo el historial
test,libro_gn,Motor ohekáva,Motor de búsqueda
test,libro_gn,Erova atýpe,Mover al grupo
test,libro_gn,Ani rejerovia hese,No confiable
test,libro_gn,Ani reporandujey,No preguntar de nuevo
test,libro_gn,Marandu maymavévape g̃uarã,Noticias libres
test,libro_gn,Ñongatuha pyahu,Nueva carpeta
test,libro_gn,Techaukaha pyahu,Nuevo marcador
test,libro_gn,Pumbyry papapy térã ñeꞌẽveve,Número de celular o correo electrónico
test,libro_gn,Emokañy ñesãmbyhyha,Ocultar controles
test,libro_gn,Emokañy jepapapy,Ocultar estadísticas
test,libro_gn,Ñeꞌẽ pyahu,Palabras nuevas
test,libro_gn,Ñeꞌẽ iñeꞌẽpehẽꞌetáva,Palabras polisilábicas
test,libro_gn,Mohendaharova tuichakue,Pantalla completa
test,libro_gn,Oñembopyahu hag̃ua,Para actualizar
test,libro_gn,Topea oñembotyramoitéva,Pestañas cerradas recientemente
test,libro_gn,Ñeꞌẽ jeporu rapeꞌapo,Planificación del estatus
test,libro_gn,República Tetã Rekuái Róga,Presidencia de la
test,libro_gn,Ñeꞌẽ jeporuka,Préstamo léxico
test,libro_gn,Ojeikeha ñandutípe,Punto de acceso a Internet
test,libro_gn,Microsoft rembiapokue,Realizado por Microsoft
test,libro_gn,Emyenyhẽjey kora,Recargar marco
test,libro_gn,Ñeꞌẽryapu jehechakuaa,Reconocimiento de voz
test,libro_gn,Ñeꞌẽ pyahu ñembyaty,Recopilación de palabras nuevas
test,libro_gn,Emoĩjey oĩhaguéicha,Restaurar predeterminados
test,libro_gn,Emombaꞌapoñepyrũjey upe mboyvegua,Restaurar sesión anterior
test,libro_gn,Ñeꞌẽ mokõiha,Segunda lengua
test,libro_gn,Embojaꞌo etikéta kyguái rupive,Separar etiquetas con comas
test,libro_gn,Reñemomarandukaséramo guarani reheguána eñemboheraguapy ko ñeꞌẽveve rysýipe,"Si desea recibir (o escribir) periódicamente noticias acerca del guaraní, suscríbase a esta lista de correo"
test,libro_gn,tuichaiteꞌỹva osẽha rupi marandu,Sistema básico de salida de datos Sistema
test,libro_gn,Sistema oñemombaꞌapova ha heta hendáicha ojeporúva,Sistema operativo multiusuario
test,libro_gn,Ñanduti renda,Sitio web
test,libro_gn,Pumbyry popegua,Teléfono celular
test,libro_gn,Ojehekaha rape,Término de búsqueda
test,libro_gn,Ñeꞌẽtee guaranimegua,Términos guarani
test,libro_gn,Aguaratata rehe jeguata,Tour por firefox
test,libro_gn,Karameg̃ua apytuꞌũ guasu,Unidad central de procesamiento
test,libro_gn,Ehecha ojeꞌeháicha,Ver descripción
test,libro_gn,Ehecha taꞌãngamýi,Ver vídeo
test,libro_gn,Ñemombarete ha ñeñeꞌẽpohýi,Violence and Threats
test,libro_gn,Ñandutivusu oñembotyꞌỹva,Web abierta
test,libro_gn,Mbaꞌépa rejepyꞌamongetareína,¿Qué estás pensando?
test,libro_td,Che ta'angakuéra,Mis fotos
test,libro_td,Eiporavo peteĩ ta'anga'aty,Seleccionar un álbum
test,libro_td,ta'angamýi kuaaukarã ko'áğagua,Video perfil actual
test,libro_td,Ta'angamýi oñembojoaju ko ta'angamýi kuaaukaha ndive.,El video ha sido enlazado a su video perfil
test,libro_td,ejapo click he'ihápe “eipe'a ta'anga” eipe'a hağua ko ta'angamýi.,Por favor haga click en “Eliminar video” para eliminar el video
test,libro_td,ta'angamỹi ojehecha'ỹva gueteri,Mirar todos los videos pendientes
test,libro_td,Ta'angamyikuéra ojehupiramóva,Últimos videos
test,libro_td,Oñeñe'ẽvévare,Más debatidos
test,libro_td,ta'angamýi hendape'ỹva mombe'u,Reportar video
test,libro_td,ko ta'angamýi ijárante ikatu ohecha,Este video es visible solo por su creador
test,libro_td,ikatu eñepyrũ mbojoaju ta'ãngamýi jára ndive,Puedes crear un enlace a el siguiente proveedor de video
test,libro_td,Ta'angamýi ñemboguejýpe oiko jejavy,Fallo al descargar el video
test,libro_td,ta'angamýi poravopyre,Videos Destacados
test,libro_td,"rehupíma %1 ta'angamýi, %2 ikatúvagui",Has cargado un total de %1videos de los %2 permitidos
test,libro_td,ta'angamýi mbojoajúva ndaha'éi,Enlace de video no válido
test,libro_td,tembiapo ñemboheko,Categorías de eventos
test,libro_td,ambue atykuéra,otros grupos
test,libro_td,ojehekyihína marandu atypegua,Eliminando boletínes de grupos...
test,libro_td,hérare ñombohovái,Discusión del título
test,libro_td,%1 ñombohovái %2-gui jechaukahína,Mostrando %1 de %2 debates
test,libro_td,ñombohovai pyahu,Debate agregado
test,libro_td,ñombohovái hetave mbohovake orekóva,Más debatido
test,libro_td,hetave oñeñe'ẽ hese,Con más comentarios
test,libro_td,hetave oñombyatyhápe,Con más miembros
test,libro_td,opavave marandu jechauka,Mostrar todos los boletines
test,libro_td,"jechauka %1, %2 marandúgui",Mostrando %1de %2 boletines
test,libro_td,aty oñemyasãi'ỹva,Grupo despublicado
test,libro_td,jevy atýpe,Regresar al grupo
test,libro_td,iguýpe ojehecha avatar koáğagua atýpegua,Abajo se muestra el avatar actual del grupo
test,libro_td,kóva reipurukuaa ejesareko hağua puruhára oñembyatývape,Esto te permite moderar los usuarios que se unan a tu grupo
test,libro_td,añetehápe rehekyise marandu,Estás seguro de que deseas eliminar el boletín
test,libro_td,ndikatúi nde ejeipe'a ndejupevoi,No puedes eliminarte a ti mismo
test,libro_td,aty réra ndikatúi oĩ nandi,El nombre del grupo no puede estar vacío
test,libro_td,aty ra'angahai ndikatúi opyta nandi,La descripción del grupo no puede quedar vacía
test,libro_td,atygua jehekýi,Eliminar miembro del grupo
test,libro_td,emohenda aty mohendakuaahárarõ (administrador-ramo),Establecer como administrador del grupo
test,libro_td,atygua ko'áğa ha'e aty mohendakuaahára,El miembro ahora es el administrador del grupo
test,libro_td,toguejára oipe'a aty ñemoheñói,La creación de grupos ha sido deshabilita por el administrador del sitio
test,libro_td,aty ñembopyahu,Grupo actualizado
test,libro_td,atyguáva'erã rehecha hağua ko ta'anga,Necesitas ser un miembro de este grupo para ver esta foto
test,libro_td,atygua ta'anga aty,Álbumes del grupo
test,libro_td,ijaty pyahúva mombe'u,Notificación de nuevo miembro
test,libro_td,mombe'u oĩ vove jerure máva ijatyséva,Notificar solicitud a unirse
test,libro_td,reguereko pepirũ atykuérape ğuarã,Tienes invitaciones a grupos
test,libro_td,ñemosẽ jeipe'a,Quitar expulsión
test,libro_td,aty ikatúva oiporavo ohechakuaa umi oñemoneĩva,Las opciones de grupo sólo son visibles para los miembros autorizados
test,libro_td,ndikatúi ehupi ta'angamýi ko atýpe,No tienes permiso para poder agregar videos en este grupo
test,libro_td,ehecha ñombohovairã mbohovaikuéra,Ver respuestas al debate %1
test,libro_td,mbohovairã mboheko,Editar debate
test,libro_td,ejuhu mbohovái ymavegua,Obtener respuestas antiguas
test,libro_td,oha'arõva ñemoneĩ,Pendientes por aprobación
test,libro_td,tembipurukuéra reka,Explorar aplicaciones
test,libro_td,mba'eregua,Acerca de
test,libro_td,heñoiha ára,Fecha de creado
test,libro_td,mba'eve oñemboheko hağua,Nada que configurar
test,libro_td,angirũnguéra ipyahúva,Amigos nuevos
test,libro_td,añetehápepa rehekyise oje'éva,Estas seguro de querer eliminar este comentario en el muro
test,libro_td,angete mboyve,un momento antes
test,libro_td,1 aravo'i,1 minuto
test,libro_td,aty omoheñói peteĩ marandu pyahu,El grupo ha creado un nuevo boletín
test,libro_td,ikatúvare eñemoangirũ,Sugerencias de amistad
test,libro_td,terañeminguéra oñemopa'ũva peteĩ kytaguáire (coma-re),Direcciones de correo separadas por una coma
test,libro_td,ne pepirũ eñembyaty hağua,te ha invitado a unirte a
test,libro_td,ñe'ẽveve ndaha'éi: Ehechamína rehaiporãpa ñe'ẽveve.,Dirección de correo no válida: Por favor asegúrese que ha ingresado una dirección de correo correcta
test,libro_td,tembiapo angetegua,Actividades Recientes
test,libro_td,ehecha opavave atypegua,Ver todos los miembros
test,libro_td,tekoreko pyahu,Estado actualizado
test,libro_td,"Ehecha hağua, ehesakutu/eike ko mbojoajúpe","Para ver esta foto, por favor has clic en el enlace a continuación"
test,libro_td,ehecha hağua aty eike URL ko'ápe,Para ver el grupo accede a su URL en la siguiente ubicación
test,libro_td,eñe'ẽmondo,Enviar mensajes
test,libro_td,añetehápepa ehekyise ko ñe'ẽmondo,Estás seguro de querer eliminar el mensaje seleccionado
test,libro_td,ehekýi ko ñomongeta,Eliminar esta conversación
test,libro_td,ejoaju ko puruhára ndive,Conectarse con este usuario
test,libro_td,ta'anga michĩetéva,Imagen miniatura
test,libro_td,Eike jeýna nde terañemi ndive ha emboheko pyahu nde tekorenda,Por favor ingrese nuevamente con su nombre de usuario y contraseña y configure su perfil nuevamente
test,libro_td,mba'éicha ha tekotevẽva,Términos y Condiciones
test,libro_td,aguyje reimére orendive ko tendápe.,Gracias por registrarse en nuestro sitio.
test,libro_td,ehai jey nde ñe'ẽveve,Repita su correo electronico
test,libro_td,amoñe'ẽ ha amoneĩ,He leído y acepto los
test,libro_td,ehai peteĩ ñe'ẽveve ndaha'éiva,Has ingresado una dirección de correo no válida
test,libro_td,terañemi ha jehechajey ndojojoguái,Su Contraseña y el Verificar Contraseña no coinciden
test,libro_td,(*) ombojoapy marandu pyahu,(*) ha agregado un nuevo boletín
test,libro_td,kóva ndaha'éi nde jerure,Esta no es su solicitud
test,libro_td,angirũ jehekýi,Eliminar amigo
test,libro_td,ñemoangirũ jerure pyahu,Nueva solicitud de amistad
test,libro_td,ndikatúi oñemboyke ID ñemoangirũ jerure rehegua,No se ha podido rechazar la id de solicitud de amistad
test,libro_td,terañemi javy. Peteĩ mba'e puruhára rehegua noĩmbái,Fallo en el registro. Falta un objeto de usuario
test,libro_td,añetehápepa emoĩse ko ta'anga poravopyre ta'anga'atýpe ğuarã,Estas seguro de querer establecer esta foto como la foto predeterminada para este álbum?
test,libro_td,ha'arõme,En espera...
test,libro_td,tuichaiterei mba'e ñongatupy,Archivo muy grande
test,libro_td,tekorenda ñongatúva,Perfil guardado
test,libro_td,ndaipóri atygua ojoajúva gueteri,No hay miembros activos aún
test,libro_td,ñombohovái ndaha'éi,Debate no válido
test,libro_td,nyrõ ndikatúi oñemboaje nde terañemi,Disculpa pero no hemos podido validar tu cuenta
test,libro_td,"ndaha'éi amóvaicha, pévaicha",No Igual a
test,libro_td,michĩve térã ojogua,Inferior o igual a
test,libro_td,arange jerekorã ára/jasy/ary,Formato de fecha dd/mm/yyyy
test,libro_td,nde terañemi oñembojojáma Facebook ndive,Tu cuenta ya está asociada al inicio de sesión con Facebook
test,libro_td,jesarekorã mbojogua,Coincidir todos los criterios
test,libro_td,internet oso.,Sesión expirada.
test,libro_td,ndererekói ñemoirũ jerure ehecha hağua,Tu no tienes solicitudes pendientes
test,libro_td,atykuéra ojehecharamóva,Grupos destacados
test,libro_td,ta'anga'aty…ko'áğa ojehecharamo ko tendápe,El álbum … ahora es un destacado en la comunidad
test,libro_td,aty ojehekýiva jehecharamóva apytégui,Grupo eliminado de la lista de destacados
test,libro_td,"Ehechajeýna, añetehápepa ehai porã nde ñe'ẽveve","Por favor, asegúrese de que ha introducido la dirección de correo Registrada"
test,libro_td,embohéra hekoitépe,Etiquetado correcto
test,libro_td,ehai ko'ápe ne angirũ rerakuéra,Escriba aquí para filtrar la lista de amigos
test,libro_td,tekotevẽ eiporavo peteĩ angirũ,Necesitas seleccionar un amigo
test,libro_td,eiporavo peteĩ tetã,Seleccionar un país
test,libro_td,puruhára réra oĩ vai,Nombre de usuario no válido
test,libro_td,aty ra'angakuéra reñoiha,Fuentes de fotos de grupos
test,libro_td,tembiapo atygua reñoiha,Fuentes de eventos de grupos
test,libro_td,puruhára reñoiha,Fuentes de usuarios
test,libro_td,yvyra'anga ojehupi,Cargando mapa...
test,libro_td,añetehápe emboykese ko puruhárape? Ha avei neirũramo,Confirmas que deseas bloquear a este usuario? Y también eliminar este usuario como tu amigo
test,libro_td,tenda jára ne mboyke,Usted ha sido bloqueado por el dueño
test,libro_td,jeike Facebook jeipuru rupive,Ingresar usando Facebook
test,libro_td,ko'áğa eñemoirũma…ndive,Ahora tienes una amistad con
test,libro_td,opavave tembiapoita rehegua jeike,Entradas de todos los eventos
test,libro_td,…ohóta peteĩ tembiapo atyguávape,… asistirá a un evento del grupo
test,libro_td,oñemyasãiva …guive,Publicado desde
test,libro_td,yvyra'anga tuicháva jehecha,Ver mapa grande
test,libro_td,aravo tenda rehegua,Zona horaria
test,libro_td,"oĩma tembiapo héra, henda, arange ha aravóva péicha avei","Ya existe un evento con el mismo título, ubicación, fecha y hora"
test,libro_td,ndikatúi emoheñói tembiapo iñarange hasapyréva,No puedes crear un evento con una fecha ya pasada
test,libro_td,tembiapo mbokuatiara'anga,Imprimir evento
test,seminario,"Upéicha rupi orekatuháicha roñeha’ã romotenondeve guarani jeporu, taha’e orekuatiakuéra roñomomarandu hag̃ua ha avei umi rojokuáiva oka gotyope .","Por ello, tratamos de privilegiar el uso del guaraní tanto en los documentos internos como externos ."
test,seminario,"Tekotevẽterei niko ñamochichĩ ha jahyvykoive guarani, tuichaiterei itapykue rehe castellano renondépe, ñe’ẽ tee ijavegua, ha jeyvéramo oñokarãiha ndive .","El guaraní necesita urgentemente refuerzos de acciones positivas, dado que en condiciones muy desiguales e injustas compite con el castellano en los diversos ámbitos de uso ."
test,seminario,Amandaje mbohapyha kuri arandupy ha ñe’ẽnguéra vy’a guasu .,El tercer seminario ha sido una fiesta cultural y lingüística .
test,seminario,"Guaraníme meme nunga oñemboguata; umi pytaygua ykére oñemboguapy ñe’ẽasahára ombojeréva ichupekuéra oje’éva, ikatu hag̃uáicha ha’ekuéra oikũmby oje’éva .","Fue desarrollado en gran medida en guaraní; los invitados internacionales tuvieron a su lado intérpretes guaraní-castellano, de manera que pudieran entender las ponencias y participar ."
test,seminario,Avei oĩkuri tapicha omoñe’ẽasáva iñe’ẽngúva ñe’ẽme .,"Así también, se ha contado con servicios de intérpretes de lengua de señas ."
test,seminario,Umi mbohapy árape peteĩ puhohe online San Lorenzo-ygua ohupi yvytu pepóre ñomongeta oikóva .,Los tres días tuvimos la transmisión en directo de una radio online de San Lorenzo .
test,seminario,"Ko kuatiahaipyrépe romboguapy mokõipa jehaipyre, omog̃uahẽva umi tapicha oñe’ẽva’ekue pe amandajehápe .","En esta revista presentamos veinte artículos, producto de las ponencias presentadas en el seminario ."
test,seminario,"Nda’opavave tapicha oñe’ẽvakuénte ikatúkuri omog̃uahẽ hembiapokue nda’ijái rupi ichupekuéra; jepevéramo upéicha, iñe’ẽnguerakue ikatu oñemoñe’ẽ Yvy Marãe’ỹ ñanduti roguépe .","Lamentablemente, algunos de los expositores no pudieron presentar sus artículos por razones de fuerza mayor; empero, sus presentaciones pueden ser leídas en la página web de la institución ."
test,seminario,"Umi jehaipyrépe ojehechakuaa ñane regiõ ñe’ẽreta, oñemog̃uahẽ rehe guarani, castellano ha portugués-pe .","En los escritos se expresa la diversidad lingüística de la región, ya que fueron presentados en guaraní, castellano y portugués ."
test,seminario,"Jahechápa temimoĩmbyháicha ro’e ha rojapóva oguata ojopóre, rombojerepaite guaraníme umi haipy oñemog̃uahẽva’ekue castellano ha portuguéspe; ha castellano-pe umi oñembokuatiava’ekue guaraníme .","De manera a ser coherentes con los principios institucionales, hemos traducido a la lengua guaraní los artículos redactados en castellano y portugués; y al castellano, los redactados en guaraní ."
test,seminario,Ojehupyty potávo ko’ã mba’e tekotevẽva arete guivéma rehehápe ojejuhúta Yvy Marãe’ỹme .,Deseamos aportar al logro de estos objetivos históricos .
test,seminario,Ary oúvape romba’apóta amandaje irundyha ñembosako’íre .,El próximo año seguiremos con el cuarto seminario internacional .
test,seminario,"Rombosako’ise ambue temimoĩmby omba’apóva ore javeve ndive, jahechápa noroñepia’ãi oñondive ha romono’õ hekópe marandu ha arandu oguerúva umi tapicha katupyry oñe’ẽtava upépe .","Deseamos organizarlo con otras instituciones fraternas, de manera a unir esfuerzos y aprovechar los aportes de especialistas nacionales e internacionales ."
test,seminario,Hi’ãite avei oréve ronohẽve ko kuatiahaipyre .,"Asimismo, tenemos como objetivo continuar la publicación de esta revista ."
test,seminario,"Ko’ág̃aitéramo ko tetãme ndaipóri aranduka oñeguenohẽhápe jehaipy arandu guaraníme ha guarani rehegua, ha péva ñaikotevẽ .","En la actualidad, en el país no existe una revista especializada para difundir artículos científicos sobre el guaraní y las demás lenguas ."
test,seminario,"Ambueve osẽtavape rokombidavéta hetave tapicha arandúpe ohaívo hembiasakue ha hembiapokue guarani rehegua ha ojehaipyre guaraníme térã castellano-pe, upéichante avei ambue ñe’ẽ ko tetãmegua ha okapeguápe ha hesekueragua rehe .","Para el siguiente número, invitaremos a una mayor cantidad de profesionales para que aporten sus ideas, experiencias e investigaciones, con artículos escritos sobre y en guaraní o castellano, como también en y sobre otras lenguas nacionales e internacionales ."
